R_age,P_age,R_yrsed,P_yrsed,R_race,P_race,R_political,P_political,R_religion,P_religion,R_work,R_house,R_rent,R_citydweller,R_region,same_sex_couple,relationship_quality,coresident,relationship_length_start,age_difference,edu_difference,rac_difference,pol_difference,relig_difference,LGB_status,union_status,broke_up,together_end
55,53.0,16.0,16.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,30.0,2.0,0.0,no,no,yes,L,CU_DP,no,yes
47,49.0,13.0,13.0,NH white,NH white,democrat,other,none,other christian,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,13.0,-2.0,0.0,no,yes,yes,S,married,no,yes
49,44.0,16.0,13.0,NH white, NH black,republican,democrat,mormon,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,12.0,5.0,3.0,yes,yes,yes,G,CU_DP,no,yes
53,49.0,14.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,15.0,4.0,-2.0,no,no,yes,L,CU_DP,no,yes
52,57.0,20.0,16.0,NH white,NH white,democrat,democrat,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,15.0,-5.0,4.0,no,no,yes,G,none,no,yes
43,44.0,16.0,13.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,5.0,-1.0,3.0,no,no,no,G,none,no,yes
44,37.0,16.0,17.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,9.0,7.0,-1.0,no,no,no,B,married,no,yes
42,48.0,17.0,13.0,NH white,NH white,democrat,democrat,none,none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,14.0,-6.0,4.0,no,no,no,G,CU_DP,no,yes
46,42.0,13.0,14.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,10.0,4.0,-1.0,no,no,no,G,married,no,yes
59,58.0,20.0,20.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,excellent,Yes,41.0,1.0,0.0,no,no,yes,B,married,no,yes
39,41.0,16.0,17.0,NH white,Hispanic,democrat,democrat,"other non-christian, please specify",catholic,working,a one-family house detached from any other house,rented for cash,metro,west,different sex couple,fair,Yes,24.0,-2.0,-1.0,yes,no,yes,B,married,no,yes
31,29.0,16.0,13.0,NH white,NH white,democrat,democrat,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,No,4.0,2.0,3.0,no,no,yes,B,married,w2,no
63,62.0,17.0,20.0, NH Asian Pac Islander,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,unemployed,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,fair,No,23.0,1.0,-3.0,yes,yes,yes,G,none,no,yes
52,51.0,17.0,17.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,30.0,1.0,0.0,no,no,yes,B,married,no,yes
36,47.0,13.0,16.0,NH white, NH black,democrat,democrat,none,none,unemployed,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,fair,No,10.0,-11.0,-3.0,yes,no,no,B,none,w2,no
63,61.0,16.0,17.0,NH white,NH white,democrat,democrat,"other non-christian, please specify","other non-christian, please specify",retired,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,13.0,2.0,-1.0,no,no,no,L,none,no,yes
41,46.0,16.0,16.0,Hispanic,NH white,republican,republican,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,16.0,-5.0,0.0,yes,no,no,G,none,no,yes
62,59.0,13.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,excellent,Yes,34.0,3.0,0.0,no,no,yes,S,married,no,yes
68,59.0,20.0,17.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,23.0,9.0,3.0,no,no,yes,B,married,no,yes
48,50.0,16.0,16.0, NH Other, NH Other,democrat,democrat,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,20.0,-2.0,0.0,no,no,yes,L,CU_DP,no,yes
44,39.0,20.0,12.0,NH white,Hispanic,republican,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,7.0,5.0,8.0,yes,yes,yes,B,none,no,yes
61,26.0,16.0,12.0,NH white,NH white,democrat,other,pentecostal,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,good,Yes,2.5,35.0,4.0,no,yes,yes,G,none,w2,no
42,40.0,17.0,20.0,NH white, NH Asian Pac Islander,democrat,democrat,none,none,working,a building with 2 or more apartments,rented for cash,metro,south,same-sex couple,excellent,Yes,1.5,2.0,-3.0,yes,no,no,G,married,no,yes
29,32.0,16.0,14.0,NH white,NH white,democrat,other,none,other christian,unemployed,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,good,Yes,0.75,-3.0,2.0,no,yes,yes,B,none,w2,no
43,60.0,17.0,17.0,NH white,NH white,democrat,other,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,11.0,-17.0,0.0,no,yes,no,L,married,no,yes
49,61.0,16.0,16.0,NH white,NH white,democrat,democrat,buddhist,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,22.0,-12.0,0.0,no,no,yes,B,CU_DP,no,yes
61,51.0,16.0,12.0,Hispanic,NH white,democrat,democrat,buddhist,buddhist,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,9.0,10.0,4.0,yes,no,no,B,CU_DP,no,yes
41,52.0,20.0,20.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,excellent,Yes,18.0,-11.0,0.0,no,no,no,B,married,no,yes
49,38.0,13.0,20.0,NH white,Hispanic,democrat,democrat,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,8.0,11.0,-7.0,yes,no,yes,G,none,no,yes
40,39.0,16.0,14.0,Hispanic,NH white,democrat,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,poor,No,4.0,1.0,2.0,yes,yes,yes,G,none,w2,no
24,27.0,11.0,12.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",none,disabled,a one-family house detached from any other house,rented for cash,metro,midwest,different sex couple,excellent,Yes,0.75,-3.0,-1.0,no,no,yes,B,married,w2,no
55,58.0,17.0,16.0,NH white,NH white,democrat,other,"other non-christian, please specify",other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,fair,Yes,13.0,-3.0,1.0,no,yes,yes,B,married,no,yes
61,68.0,16.0,17.0, NH Other,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,33.0,-7.0,-1.0,yes,no,yes,G,none,no,yes
30,32.0,13.0,14.0,NH white,NH white,democrat,other,"other non-christian, please specify","other non-christian, please specify",disabled,a one-family house detached from any other house,rented for cash,metro,south,different sex couple,excellent,Yes,8.0,-2.0,-1.0,no,yes,no,B,married,no,yes
48,37.0,14.0,16.0,NH white,NH white,republican,republican,other christian,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,rented for cash,metro,south,different sex couple,fair,Yes,11.0,11.0,-2.0,no,no,yes,B,married,no,yes
43,43.0,12.0,13.0,NH white,NH white,republican,republican,other christian,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,different sex couple,excellent,Yes,26.0,0.0,-1.0,no,no,yes,B,married,no,yes
49,69.0,16.0,16.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,8.0,-20.0,0.0,no,no,yes,B,CU_DP,no,yes
56,44.0,13.0,14.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,20.0,12.0,-1.0,no,no,yes,L,none,no,yes
37,42.0,13.0,13.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a building with 2 or more apartments,rented for cash,metro,south,same-sex couple,excellent,Yes,4.0,-5.0,0.0,no,no,no,L,CU_DP,w2,no
58,52.0,16.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,16.0,6.0,0.0,no,no,yes,L,CU_DP,no,yes
32,34.0,17.0,14.0,NH white,NH white,democrat,democrat,other christian,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",unemployed,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,12.0,-2.0,3.0,no,no,yes,B,married,no,yes
28,29.0,17.0,20.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a building with 2 or more apartments,rented for cash,metro,northeast,different sex couple,excellent,Yes,5.0,-1.0,-3.0,no,no,no,B,married,no,yes
29,36.0,13.0,14.0,Hispanic, NH black,democrat,democrat,catholic,none,working,a building with 2 or more apartments,rented for cash,metro,south,same-sex couple,good,Yes,12.0,-7.0,-1.0,yes,no,yes,L,none,no,yes
37,29.0,12.0,14.0, NH black,NH white,democrat,democrat,baptist - any denomination,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,same-sex couple,excellent,Yes,4.0,8.0,-2.0,yes,no,yes,G,none,w3,no
60,60.0,17.0,17.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,14.0,0.0,0.0,no,no,no,B,none,no,yes
38,39.0,20.0,20.0,NH white, NH black,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,9.0,-1.0,0.0,yes,no,yes,B,none,no,yes
39,35.0,17.0,13.0,NH white,NH white,democrat,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,16.0,4.0,4.0,no,no,no,B,none,no,yes
31,54.0,17.0,12.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,No,1.5,-23.0,5.0,no,no,no,B,none,w2,no
37,46.0,16.0,14.0,NH white,Hispanic,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,4.0,-9.0,2.0,yes,no,yes,B,CU_DP,no,yes
54,50.0,16.0,13.0,NH white,NH white,republican,other,none,none,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,21.0,4.0,3.0,no,yes,no,B,married,no,yes
50,51.0,16.0,13.0,NH white,NH white,republican,other,"other non-christian, please specify",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,8.0,-1.0,3.0,no,yes,yes,B,married,no,yes
49,51.0,13.0,12.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,4.0,-2.0,1.0,no,no,no,B,none,no,yes
50,54.0,12.0,13.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,No,32.0,-4.0,-1.0,no,no,no,B,married,no,yes
44,55.0,13.0,16.0,NH white,NH white,republican,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,unemployed,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,12.0,-11.0,-3.0,no,yes,yes,G,none,no,yes
42,43.0,16.0,16.0,NH white,NH white,democrat,democrat,other christian,eastern orthodox,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,6.0,-1.0,0.0,no,no,yes,B,married,no,yes
56,50.0,14.0,14.0,NH white,NH white,republican,other,none,other christian,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,33.0,6.0,0.0,no,yes,yes,B,married,no,yes
45,43.0,12.0,17.0,NH white, NH black,democrat,democrat,pentecostal,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,rented for cash,metro,south,same-sex couple,excellent,No,1.5,2.0,-5.0,yes,no,yes,G,married,no,yes
60,52.0,20.0,12.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,10.0,8.0,8.0,no,no,no,L,none,no,yes
59,62.0,14.0,13.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a building with 2 or more apartments,rented for cash,metro,south,different sex couple,excellent,Yes,10.0,-3.0,1.0,no,no,no,S,married,no,yes
58,49.0,14.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,21.0,9.0,-2.0,no,no,yes,L,none,no,yes
58,54.0,17.0,16.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,fair,Yes,16.0,4.0,1.0,no,no,no,B,none,no,yes
56,58.0,16.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,18.0,-2.0,3.0,no,no,yes,L,CU_DP,no,yes
47,50.0,20.0,20.0,NH white,NH white,democrat,democrat,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,13.0,-3.0,0.0,no,no,yes,B,CU_DP,no,yes
43,44.0,17.0,17.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,21.0,-1.0,0.0,no,no,no,L,none,no,yes
50,53.0,20.0,20.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,17.0,-3.0,0.0,no,no,yes,G,none,no,yes
56,56.0,17.0,17.0,NH white,NH white,democrat,other,"other non-christian, please specify","other non-christian, please specify",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,excellent,No,36.0,0.0,0.0,no,yes,no,B,none,no,yes
24,20.0,11.0,16.0, NH Other,NH white,other,other,"other non-christian, please specify",none,working,a building with 2 or more apartments,rented for cash,metro,south,same-sex couple,poor,No,1.5,4.0,-5.0,yes,no,yes,B,none,w2,no
61,67.0,17.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,northeast,different sex couple,excellent,Yes,9.0,-6.0,1.0,no,no,yes,S,married,no,yes
37,36.0,12.0,13.0, NH Amer Indian,NH white,republican,democrat,other christian,buddhist,disabled,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,good,Yes,0.05,1.0,-1.0,yes,yes,yes,B,CU_DP,no,yes
69,73.0,13.0,13.0,NH white,NH white,republican,other,baptist - any denomination,baptist - any denomination,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,No,2.5,-4.0,0.0,no,yes,no,B,none,no,yes
53,36.0,20.0,17.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,No,1.5,17.0,3.0,no,no,no,B,none,no,yes
55,50.0,13.0,13.0,Hispanic,NH white,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,northeast,same-sex couple,excellent,Yes,10.0,5.0,0.0,yes,yes,no,G,none,no,yes
53,51.0,13.0,13.0,NH white, NH Other,democrat,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,10.0,2.0,0.0,yes,no,no,L,married,no,yes
63,54.0,17.0,16.0,NH white,NH white,republican,republican,catholic,none,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,4.0,9.0,1.0,no,no,yes,B,married,no,yes
41,40.0,16.0,12.0,NH white,NH white,democrat,democrat,catholic,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,No,2.5,1.0,4.0,no,no,yes,G,none,w2,no
43,47.0,20.0,16.0,NH white,NH white,democrat,democrat,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,14.0,-4.0,4.0,no,no,yes,L,none,no,yes
45,47.0,13.0,16.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",catholic,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,9.0,-2.0,-3.0,no,no,yes,G,married,no,yes
54,47.0,13.0,20.0, NH Amer Indian,NH white,democrat,other,catholic,none,disabled,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,5.0,7.0,-7.0,yes,yes,yes,G,CU_DP,no,yes
51,54.0,20.0,17.0,NH white,NH white,democrat,democrat,jewish,jewish,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,26.0,-3.0,3.0,no,no,no,B,married,no,yes
57,42.0,16.0,12.0,Hispanic, NH black,democrat,other,catholic,catholic,working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,fair,No,2.5,15.0,4.0,yes,yes,no,B,none,w2,no
58,48.0,17.0,16.0,NH white,Hispanic,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,10.0,10.0,1.0,yes,no,no,G,none,no,yes
35,37.0,12.0,12.0,NH white,NH white,democrat,democrat,pentecostal,"other non-christian, please specify",disabled,a one-family house detached from any other house,rented for cash,non-metro,west,different sex couple,excellent,Yes,18.0,-2.0,0.0,no,no,yes,B,married,no,yes
66,66.0,20.0,17.0,NH white,NH white,republican,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,51.0,0.0,3.0,no,yes,yes,B,married,no,yes
41,42.0,16.0,13.0,NH white,NH white,republican,republican,hindu,catholic,working,a one-family house detached from any other house,rented for cash,metro,south,different sex couple,good,Yes,22.0,-1.0,3.0,no,no,yes,B,married,no,yes
74,75.0,16.0,16.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,56.0,-1.0,0.0,no,no,yes,S,married,no,yes
59,54.0,13.0,16.0,NH white,NH white,democrat,democrat,"other non-christian, please specify","other non-christian, please specify",disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,northeast,same-sex couple,excellent,Yes,32.0,5.0,-3.0,no,no,no,L,none,no,yes
37,36.0,13.0,12.0,NH white,Hispanic,republican,republican,none,other christian,working,a one-family house detached from any other house,rented for cash,metro,west,different sex couple,excellent,Yes,18.0,1.0,1.0,yes,no,yes,S,married,no,yes
74,60.0,20.0,14.0, NH black,NH white,democrat,republican,baptist - any denomination,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,17.0,14.0,6.0,yes,yes,yes,G,none,no,yes
27,29.0,12.0,14.0,NH white,Hispanic,democrat,democrat,none,catholic,working,a one-family house detached from any other house,rented for cash,metro,west,same-sex couple,good,No,0.75,-2.0,-2.0,yes,no,yes,G,none,no,yes
61,55.0,20.0,16.0,NH white,NH white,democrat,democrat,buddhist,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,19.0,6.0,4.0,no,no,yes,L,CU_DP,no,yes
27,23.0,14.0,14.0,NH white,NH white,republican,other,none,other christian,working,a building with 2 or more apartments,rented for cash,non-metro,west,different sex couple,excellent,No,1.5,4.0,0.0,no,yes,yes,B,none,no,yes
48,45.0,16.0,16.0,NH white, NH Asian Pac Islander,democrat,democrat,catholic,catholic,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,5.0,3.0,0.0,yes,no,no,G,none,no,yes
70,63.0,17.0,12.0,NH white,NH white,democrat,democrat,other christian,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,27.0,7.0,5.0,no,no,yes,B,married,no,yes
45,36.0,14.0,14.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",pentecostal,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,15.0,9.0,0.0,no,no,yes,G,married,no,yes
55,54.0,20.0,17.0,NH white,NH white,democrat,other,"other non-christian, please specify","other non-christian, please specify",working,a one-family house attached to one or more houses,rented for cash,metro,west,same-sex couple,good,Yes,19.0,1.0,3.0,no,yes,no,B,none,no,yes
40,38.0,17.0,11.0,NH white, NH Amer Indian,democrat,democrat,other christian,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,15.0,2.0,6.0,yes,no,yes,B,CU_DP,w3,no
49,44.0,13.0,11.0,Hispanic, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,disabled,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,good,Yes,4.0,5.0,2.0,yes,no,no,L,married,no,yes
45,41.0,17.0,14.0,NH white,NH white,democrat,democrat,none,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,excellent,No,8.0,4.0,3.0,no,no,yes,B,none,no,yes
50,59.0,13.0,17.0,NH white,NH white,republican,republican,catholic,mormon,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,30.0,-9.0,-4.0,no,no,yes,S,married,no,yes
35,36.0,16.0,17.0,NH white,NH white,democrat,democrat,catholic,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,9.0,-1.0,-1.0,no,no,yes,L,none,no,yes
36,43.0,13.0,16.0,NH white,NH white,democrat,democrat,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,10.0,-7.0,-3.0,no,no,yes,L,married,no,yes
50,50.0,16.0,12.0,NH white,NH white,democrat,other,none,none,working,a one-family house attached to one or more houses,rented for cash,metro,west,different sex couple,excellent,Yes,27.0,0.0,4.0,no,yes,no,B,married,no,yes
37,45.0,12.0,7.5, NH black, NH black,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house attached to one or more houses,rented for cash,metro,south,different sex couple,fair,No,2.5,-8.0,4.5,no,no,yes,B,none,w2,no
64,48.0,13.0,20.0,NH white,NH white,republican,republican,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,22.0,16.0,-7.0,no,no,yes,G,none,no,yes
45,47.0,13.0,16.0,NH white,NH white,democrat,democrat,none,buddhist,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,6.0,-2.0,-3.0,no,no,yes,L,CU_DP,no,yes
48,38.0,13.0,12.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,same-sex couple,excellent,Yes,16.0,10.0,1.0,no,no,no,G,CU_DP,no,yes
49,42.0,14.0,12.0,NH white,NH white,democrat,democrat,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",disabled,a mobile home,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,22.0,7.0,2.0,no,no,yes,G,none,no,yes
46,47.0,12.0,12.0,NH white,NH white,democrat,other,other christian,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,rented for cash,metro,northeast,different sex couple,good,Yes,28.0,-1.0,0.0,no,yes,yes,L,married,no,yes
77,45.0,13.0,12.0,NH white,NH white,democrat,other,none,none,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,Yes,12.0,32.0,1.0,no,yes,no,B,none,no,yes
33,38.0,12.0,16.0, NH black, NH black,democrat,democrat,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,No,9.0,-5.0,-4.0,no,no,yes,S,CU_DP,no,yes
